entry_date,exit_date,direction,entry_price,exit_price,trade_return,holding_days
2010-10-20,2011-08-03,1,89.45417022705078,97.15423583984375,0.08607833031426959,287
2011-08-09,2011-08-10,-1,90.46272277832031,86.46627044677734,0.04621978386361536,1
2011-08-11,2011-08-12,-1,90.34720611572266,90.95553588867188,-0.0066882105306246276,1
2011-08-19,2011-08-30,-1,86.73578643798828,93.69683837890625,-0.07429334928856146,11
2011-09-07,2011-09-08,-1,92.62649536132812,91.66395568847656,0.010500743346957275,1
2011-09-12,2011-09-14,-1,89.83897399902344,91.9180908203125,-0.02261923417614775,2
2011-09-22,2011-10-25,-1,87.35479736328125,95.2419662475586,-0.08281190734530353,33
2011-10-26,2011-10-28,-1,96.2094955444336,99.5377197265625,-0.03343681361469586,2
2011-10-28,2011-11-01,1,99.5377197265625,94.42926788330078,-0.05132176884597128,4
2011-11-01,2011-11-04,-1,94.42926788330078,97.12281799316406,-0.027733442722521318,3
2011-11-07,2011-11-09,-1,97.72652435302734,95.3271255493164,0.025170157915541447,2
2011-11-10,2011-11-14,-1,96.2249526977539,97.1073226928711,-0.009086544357812532,4
2011-11-14,2011-11-15,1,97.1073226928711,97.58724975585938,0.0049422334967073045,1
2011-11-15,2011-12-06,-1,97.58724975585938,97.72652435302734,-0.00142514632634283,21
2011-12-09,2011-12-12,-1,97.56400299072266,96.13983154296875,0.01481354215934294,3
2011-12-13,2011-12-23,-1,95.2419662475586,98.44763946533203,-0.03256221515501445,10
2011-12-30,2012-01-03,1,97.75435638427734,99.31219482421875,0.015936255912907482,4
2012-01-04,2012-01-05,1,99.4679946899414,99.73284149169922,0.0026626333684858228,1
2012-01-06,2012-01-09,1,99.47576141357422,99.71724700927734,0.0024275822800605695,3
2012-01-23,2012-01-24,1,102.5135726928711,102.3967514038086,-0.0011395689955367994,1
2012-01-26,2012-02-16,1,102.723876953125,105.971923828125,0.03161920063124324,21
2012-02-17,2012-11-15,1,106.25236511230469,107.28231048583984,0.009693387741972037,272
2012-11-20,2014-10-14,1,110.04143524169922,154.58885192871094,0.40482402459733535,693
2014-10-21,2015-08-21,1,159.83517456054688,165.36289978027344,0.03458390954884982,304
2015-08-25,2015-10-05,-1,156.53591918945312,166.76040649414062,-0.06131243932322006,41
2015-10-07,2015-10-19,-1,167.55018615722656,170.87745666503906,-0.019471676210249034,12
2015-10-23,2015-11-13,1,174.35601806640625,170.18006896972656,-0.023950702378906175,21
2015-11-17,2015-12-04,1,172.64195251464844,176.12893676757812,0.020197780447564373,17
2015-12-07,2015-12-08,1,175.0618133544922,173.88551330566406,-0.006719341164632908,1
2015-12-14,2015-12-17,-1,170.4825439453125,172.12940979003906,-0.009567602925818375,3
2015-12-18,2015-12-23,-1,169.0629425048828,174.13430786132812,-0.02912329809519154,5
2015-12-24,2016-01-04,1,173.846923828125,169.908203125,-0.022656257679998126,11
2016-01-04,2016-03-14,-1,169.908203125,171.15911865234375,-0.007308494792407694,70
2016-04-04,2016-04-05,1,175.2278289794922,173.47769165039062,-0.009987781845464672,1
2016-04-14,2016-04-29,1,176.7230682373047,175.29583740234375,-0.008076086779143288,15
2016-05-11,2016-05-13,1,175.44021606445312,173.9619598388672,-0.00842598270081274,2
2016-05-25,2016-06-28,1,177.8020782470703,173.53436279296875,-0.024002618508042528,34
2016-06-29,2018-10-12,1,176.48927307128906,246.05841064453125,0.3941833764885032,835
2018-10-15,2018-10-24,1,244.67620849609375,236.57980346679688,-0.03309028319124918,9
2018-10-25,2018-10-26,-1,240.82418823242188,236.58872985839844,0.017902198369966316,1
2018-10-29,2018-11-07,-1,235.2779083251953,250.57029724121094,-0.06103033393975843,9
2018-11-08,2018-11-09,1,250.11550903320312,247.67233276367188,-0.009768191820551664,1
2018-11-13,2018-11-19,-1,242.5897216796875,239.95040893554688,0.010999409235637359,6
2018-11-21,2018-11-23,-1,236.3123016357422,234.7340850830078,0.006723423026427033,2
2018-11-29,2018-11-30,1,244.30177307128906,245.79087829589844,0.006095351686927097,1
2018-12-03,2018-12-06,1,249.04547119140625,240.6102294921875,-0.03387028745740883,3
2018-12-10,2019-01-10,-1,235.46524047851562,232.18545532226562,0.014125713222207459,31
2019-01-11,2019-01-14,-1,232.2751007080078,230.85806274414062,0.006138135038574299,3
2019-02-05,2019-02-08,1,244.93914794921875,242.58033752441406,-0.009630189557504831,3
2019-02-13,2019-05-14,1,246.63426208496094,255.29660034179688,0.03512220152872314,90
2019-05-15,2019-05-28,1,256.79205322265625,252.368896484375,-0.017224663624797132,13
2019-06-03,2019-06-05,-1,247.34225463867188,254.9002685546875,-0.029650866822818145,2
2019-06-05,2020-02-28,1,254.9002685546875,270.7424621582031,0.062150556738690854,268
2020-03-03,2020-03-04,1,274.379638671875,285.91265869140625,0.042033075323505864,1
2020-03-05,2020-03-06,1,276.4084167480469,271.8390197753906,-0.016531323562485323,1
2020-03-10,2020-03-11,-1,263.5777587890625,250.728759765625,0.05124661022312882,1
2020-03-12,2020-05-19,-1,226.7397003173828,268.3908996582031,-0.15518856784586688,68
2020-05-27,2020-11-02,1,279.0173034667969,306.0896301269531,0.09702741128876924,159
2020-11-03,2022-01-24,1,311.4938659667969,414.9200744628906,0.3320328898775755,447
2022-01-25,2022-01-26,1,409.854248046875,408.8260192871094,-0.0025087668717979072,1
2022-01-31,2022-02-14,1,424.4195556640625,414.146484375,-0.024204990443922547,14
2022-02-16,2022-02-18,1,421.2969970703125,409.62786865234375,-0.02769810489776936,2
2022-03-21,2022-04-12,1,420.51458740234375,414.7423095703125,-0.013726700582941675,22
2022-04-26,2022-05-05,-1,393.74444580078125,391.57757568359375,0.005533693070663537,9
2022-05-06,2022-08-17,-1,389.2402648925781,405.4717102050781,-0.040031017957554926,103
2022-08-18,2022-12-01,-1,406.65008544921875,388.7485656738281,0.04604909536929469,105
2022-12-06,2022-12-14,-1,375.8182678222656,381.133544921875,-0.01394597030471012,8
2022-12-15,2023-01-12,-1,371.8103332519531,380.54461669921875,-0.02295206150339313,28
2023-01-19,2023-01-23,-1,372.5686950683594,384.0628662109375,-0.029927837741712926,4
2023-02-16,2023-02-17,1,391.3965148925781,390.4186706542969,-0.002498346819847508,1
2023-02-27,2023-03-03,1,381.2828674316406,387.47564697265625,0.016241955959707344,4
2023-03-06,2023-03-07,1,387.7440490722656,381.8004455566406,-0.01532867758988421,1
